image_path,mask_path
Weed\dataset\images\train\agri_0_8246.jpeg,Final\weed\data\agri_0_8246_mask.png
Weed\dataset\images\train\agri_0_2595.jpeg,Final\weed\data\agri_0_2595_mask.png
Weed\dataset\images\train\agri_0_3913.jpeg,Final\weed\data\agri_0_3913_mask.png
Weed\dataset\images\train\agri_0_6540.jpeg,Final\weed\data\agri_0_6540_mask.png
Weed\dataset\images\val\agri_0_7123.jpeg,Final\weed\data\agri_0_7123_mask.png
Weed\dataset\images\train\agri_0_3944.jpeg,Final\weed\data\agri_0_3944_mask.png
Weed\dataset\images\val\agri_0_6346.jpeg,Final\weed\data\agri_0_6346_mask.png
Weed\dataset\images\train\agri_0_9220.jpeg,Final\weed\data\agri_0_9220_mask.png
Weed\dataset\images\train\agri_0_8163.jpeg,Final\weed\data\agri_0_8163_mask.png
Weed\dataset\images\train\agri_0_5597.jpeg,Final\weed\data\agri_0_5597_mask.png
Weed\dataset\images\train\agri_0_5366.jpeg,Final\weed\data\agri_0_5366_mask.png
Weed\dataset\images\train\agri_0_7734.jpeg,Final\weed\data\agri_0_7734_mask.png
Weed\dataset\images\train\agri_0_6092.jpeg,Final\weed\data\agri_0_6092_mask.png
Weed\dataset\images\train\agri_0_5822.jpeg,Final\weed\data\agri_0_5822_mask.png
Weed\dataset\images\train\agri_0_1784.jpeg,Final\weed\data\agri_0_1784_mask.png
Weed\dataset\images\train\agri_0_6642.jpeg,Final\weed\data\agri_0_6642_mask.png
Weed\dataset\images\train\agri_0_3989.jpeg,Final\weed\data\agri_0_3989_mask.png
Weed\dataset\images\train\agri_0_456.jpeg,Final\weed\data\agri_0_456_mask.png
Weed\dataset\images\train\agri_0_8485.jpeg,Final\weed\data\agri_0_8485_mask.png
Weed\dataset\images\train\agri_0_839.jpeg,Final\weed\data\agri_0_839_mask.png
Weed\dataset\images\train\agri_0_752.jpeg,Final\weed\data\agri_0_752_mask.png
Weed\dataset\images\train\agri_0_6440.jpeg,Final\weed\data\agri_0_6440_mask.png
Weed\dataset\images\train\agri_0_2547.jpeg,Final\weed\data\agri_0_2547_mask.png
Weed\dataset\images\train\agri_0_1988.jpeg,Final\weed\data\agri_0_1988_mask.png
Weed\dataset\images\train\agri_0_8341.jpeg,Final\weed\data\agri_0_8341_mask.png
Weed\dataset\images\train\agri_0_1221.jpeg,Final\weed\data\agri_0_1221_mask.png
Weed\dataset\images\train\agri_0_8107.jpeg,Final\weed\data\agri_0_8107_mask.png
Weed\dataset\images\val\agri_0_2751.jpeg,Final\weed\data\agri_0_2751_mask.png
Weed\dataset\images\test\agri_0_3805.jpeg,Final\weed\data\agri_0_3805_mask.png
Weed\dataset\images\train\agri_0_3200.jpeg,Final\weed\data\agri_0_3200_mask.png
Weed\dataset\images\train\agri_0_4016.jpeg,Final\weed\data\agri_0_4016_mask.png
Weed\dataset\images\train\agri_0_3900.jpeg,Final\weed\data\agri_0_3900_mask.png
Weed\dataset\images\train\agri_0_5225.jpeg,Final\weed\data\agri_0_5225_mask.png
Weed\dataset\images\train\agri_0_9062.jpeg,Final\weed\data\agri_0_9062_mask.png
Weed\dataset\images\val\agri_0_8599.jpeg,Final\weed\data\agri_0_8599_mask.png
Weed\dataset\images\train\agri_0_5622.jpeg,Final\weed\data\agri_0_5622_mask.png
Weed\dataset\images\train\agri_0_8995.jpeg,Final\weed\data\agri_0_8995_mask.png
Weed\dataset\images\train\agri_0_4684.jpeg,Final\weed\data\agri_0_4684_mask.png
Weed\dataset\images\val\agri_0_1494.jpeg,Final\weed\data\agri_0_1494_mask.png
Weed\dataset\images\train\agri_0_1094.jpeg,Final\weed\data\agri_0_1094_mask.png
Weed\dataset\images\val\agri_0_9153.jpeg,Final\weed\data\agri_0_9153_mask.png
Weed\dataset\images\train\agri_0_8421.jpeg,Final\weed\data\agri_0_8421_mask.png
Weed\dataset\images\train\agri_0_4508.jpeg,Final\weed\data\agri_0_4508_mask.png
Weed\dataset\images\val\agri_0_3807.jpeg,Final\weed\data\agri_0_3807_mask.png
Weed\dataset\images\train\agri_0_2471.jpeg,Final\weed\data\agri_0_2471_mask.png
Weed\dataset\images\train\agri_0_6326.jpeg,Final\weed\data\agri_0_6326_mask.png
Weed\dataset\images\train\agri_0_2675.jpeg,Final\weed\data\agri_0_2675_mask.png
Weed\dataset\images\train\agri_0_6523.jpeg,Final\weed\data\agri_0_6523_mask.png
Weed\dataset\images\val\agri_0_8516.jpeg,Final\weed\data\agri_0_8516_mask.png
Weed\dataset\images\train\agri_0_7162.jpeg,Final\weed\data\agri_0_7162_mask.png
Weed\dataset\images\train\agri_0_3534.jpeg,Final\weed\data\agri_0_3534_mask.png
Weed\dataset\images\train\agri_0_6040.jpeg,Final\weed\data\agri_0_6040_mask.png
Weed\dataset\images\train\agri_0_3231.jpeg,Final\weed\data\agri_0_3231_mask.png
Weed\dataset\images\train\agri_0_8105.jpeg,Final\weed\data\agri_0_8105_mask.png
Weed\dataset\images\test\agri_0_4265.jpeg,Final\weed\data\agri_0_4265_mask.png
Weed\dataset\images\train\agri_0_6701.jpeg,Final\weed\data\agri_0_6701_mask.png
Weed\dataset\images\train\agri_0_3057.jpeg,Final\weed\data\agri_0_3057_mask.png
Weed\dataset\images\val\agri_0_7977.jpeg,Final\weed\data\agri_0_7977_mask.png
Weed\dataset\images\val\agri_0_2549.jpeg,Final\weed\data\agri_0_2549_mask.png
Weed\dataset\images\val\agri_0_2256.jpeg,Final\weed\data\agri_0_2256_mask.png
Weed\dataset\images\train\agri_0_6110.jpeg,Final\weed\data\agri_0_6110_mask.png
Weed\dataset\images\val\agri_0_3964.jpeg,Final\weed\data\agri_0_3964_mask.png
Weed\dataset\images\val\agri_0_596.jpeg,Final\weed\data\agri_0_596_mask.png
Weed\dataset\images\train\agri_0_8842.jpeg,Final\weed\data\agri_0_8842_mask.png
Weed\dataset\images\train\agri_0_5017.jpeg,Final\weed\data\agri_0_5017_mask.png
Weed\dataset\images\train\agri_0_8140.jpeg,Final\weed\data\agri_0_8140_mask.png
Weed\dataset\images\train\agri_0_815.jpeg,Final\weed\data\agri_0_815_mask.png
Weed\dataset\images\train\agri_0_8700.jpeg,Final\weed\data\agri_0_8700_mask.png
Weed\dataset\images\train\agri_0_2582.jpeg,Final\weed\data\agri_0_2582_mask.png
Weed\dataset\images\train\agri_0_1198.jpeg,Final\weed\data\agri_0_1198_mask.png
Weed\dataset\images\train\agri_0_6411.jpeg,Final\weed\data\agri_0_6411_mask.png
Weed\dataset\images\train\agri_0_4617.jpeg,Final\weed\data\agri_0_4617_mask.png
Weed\dataset\images\train\agri_0_9861.jpeg,Final\weed\data\agri_0_9861_mask.png
Weed\dataset\images\train\agri_0_1722.jpeg,Final\weed\data\agri_0_1722_mask.png
Weed\dataset\images\train\agri_0_7288.jpeg,Final\weed\data\agri_0_7288_mask.png
Weed\dataset\images\train\agri_0_5006.jpeg,Final\weed\data\agri_0_5006_mask.png
Weed\dataset\images\train\agri_0_6412.jpeg,Final\weed\data\agri_0_6412_mask.png
Weed\dataset\images\train\agri_0_2835.jpeg,Final\weed\data\agri_0_2835_mask.png
Weed\dataset\images\train\agri_0_1083.jpeg,Final\weed\data\agri_0_1083_mask.png
Weed\dataset\images\train\agri_0_3379.jpeg,Final\weed\data\agri_0_3379_mask.png
Weed\dataset\images\train\agri_0_5260.jpeg,Final\weed\data\agri_0_5260_mask.png
Weed\dataset\images\train\agri_0_3862.jpeg,Final\weed\data\agri_0_3862_mask.png
Weed\dataset\images\train\agri_0_2322.jpeg,Final\weed\data\agri_0_2322_mask.png
Weed\dataset\images\train\agri_0_6857.jpeg,Final\weed\data\agri_0_6857_mask.png
Weed\dataset\images\val\agri_0_1129.jpeg,Final\weed\data\agri_0_1129_mask.png
Weed\dataset\images\train\agri_0_5616.jpeg,Final\weed\data\agri_0_5616_mask.png
Weed\dataset\images\train\agri_0_9010.jpeg,Final\weed\data\agri_0_9010_mask.png
Weed\dataset\images\train\agri_0_6814.jpeg,Final\weed\data\agri_0_6814_mask.png
Weed\dataset\images\train\agri_0_4985.jpeg,Final\weed\data\agri_0_4985_mask.png
Weed\dataset\images\train\agri_0_9764.jpeg,Final\weed\data\agri_0_9764_mask.png
Weed\dataset\images\train\agri_0_5834.jpeg,Final\weed\data\agri_0_5834_mask.png
Weed\dataset\images\train\agri_0_7707.jpeg,Final\weed\data\agri_0_7707_mask.png
Weed\dataset\images\train\agri_0_2484.jpeg,Final\weed\data\agri_0_2484_mask.png
Weed\dataset\images\train\agri_0_7842.jpeg,Final\weed\data\agri_0_7842_mask.png
Weed\dataset\images\train\agri_0_5947.jpeg,Final\weed\data\agri_0_5947_mask.png
Weed\dataset\images\train\agri_0_462.jpeg,Final\weed\data\agri_0_462_mask.png
Weed\dataset\images\train\agri_0_8574.jpeg,Final\weed\data\agri_0_8574_mask.png
Weed\dataset\images\train\agri_0_437.jpeg,Final\weed\data\agri_0_437_mask.png
Weed\dataset\images\train\agri_0_7031.jpeg,Final\weed\data\agri_0_7031_mask.png
Weed\dataset\images\train\agri_0_6222.jpeg,Final\weed\data\agri_0_6222_mask.png
Weed\dataset\images\train\agri_0_2923.jpeg,Final\weed\data\agri_0_2923_mask.png
Weed\dataset\images\train\agri_0_113.jpeg,Final\weed\data\agri_0_113_mask.png
Weed\dataset\images\train\agri_0_4300.jpeg,Final\weed\data\agri_0_4300_mask.png
Weed\dataset\images\train\agri_0_9179.jpeg,Final\weed\data\agri_0_9179_mask.png
Weed\dataset\images\train\agri_0_3093.jpeg,Final\weed\data\agri_0_3093_mask.png
Weed\dataset\images\train\agri_0_7681.jpeg,Final\weed\data\agri_0_7681_mask.png
Weed\dataset\images\train\agri_0_9385.jpeg,Final\weed\data\agri_0_9385_mask.png
Weed\dataset\images\train\agri_0_3858.jpeg,Final\weed\data\agri_0_3858_mask.png
Weed\dataset\images\train\agri_0_6643.jpeg,Final\weed\data\agri_0_6643_mask.png
Weed\dataset\images\train\agri_0_3569.jpeg,Final\weed\data\agri_0_3569_mask.png
Weed\dataset\images\train\agri_0_6355.jpeg,Final\weed\data\agri_0_6355_mask.png
Weed\dataset\images\val\agri_0_1960.jpeg,Final\weed\data\agri_0_1960_mask.png
Weed\dataset\images\train\agri_0_7135.jpeg,Final\weed\data\agri_0_7135_mask.png
Weed\dataset\images\train\agri_0_8815.jpeg,Final\weed\data\agri_0_8815_mask.png
Weed\dataset\images\train\agri_0_1692.jpeg,Final\weed\data\agri_0_1692_mask.png
Weed\dataset\images\train\agri_0_3480.jpeg,Final\weed\data\agri_0_3480_mask.png
Weed\dataset\images\train\agri_0_9498.jpeg,Final\weed\data\agri_0_9498_mask.png
Weed\dataset\images\train\agri_0_4333.jpeg,Final\weed\data\agri_0_4333_mask.png
Weed\dataset\images\train\agri_0_1909.jpeg,Final\weed\data\agri_0_1909_mask.png
Weed\dataset\images\train\agri_0_8297.jpeg,Final\weed\data\agri_0_8297_mask.png
Weed\dataset\images\train\agri_0_8654.jpeg,Final\weed\data\agri_0_8654_mask.png
Weed\dataset\images\train\agri_0_8848.jpeg,Final\weed\data\agri_0_8848_mask.png
Weed\dataset\images\train\agri_0_9927.jpeg,Final\weed\data\agri_0_9927_mask.png
Weed\dataset\images\train\agri_0_7055.jpeg,Final\weed\data\agri_0_7055_mask.png
Weed\dataset\images\train\agri_0_8830.jpeg,Final\weed\data\agri_0_8830_mask.png
